"","sample.size","estimate","estimator","subset","simulation"
"ipw57","100",1.41072936583544,"ipw","all.covariates","D"
"t-learner57","100",0.989898626740439,"t-learner","all.covariates","D"
"aipw57","100",0.368508408843762,"aipw","all.covariates","D"
"ipw58","100",2.39320467109275,"ipw","smart","D"
"t-learner58","100",0.858705542631291,"t-learner","smart","D"
"aipw58","100",0.40203038716317,"aipw","smart","D"
"ipw59","100",NA,"ipw","minimal.set","D"
"t-learner59","100",0.828039004905084,"t-learner","minimal.set","D"
"aipw59","100",NA,"aipw","minimal.set","D"
"ipw60","100",1.00785207888673,"ipw","all.covariates","A"
"t-learner60","100",0.784085287232153,"t-learner","all.covariates","A"
"aipw60","100",0.74700278327146,"aipw","all.covariates","A"
"ipw61","100",1.10024155973738,"ipw","smart","A"
"t-learner61","100",0.737164690453315,"t-learner","smart","A"
"aipw61","100",0.790797623003842,"aipw","smart","A"
"ipw62","100",1.2892845405268,"ipw","minimal.set","A"
"t-learner62","100",0.749940884877676,"t-learner","minimal.set","A"
"aipw62","100",0.797405418860461,"aipw","minimal.set","A"
"ipw63","100",0.827712674599627,"ipw","all.covariates","B"
"t-learner63","100",0.815486168589748,"t-learner","all.covariates","B"
"aipw63","100",0.818910500377729,"aipw","all.covariates","B"
"ipw64","100",0.808046325262568,"ipw","smart","B"
"t-learner64","100",0.70389660267028,"t-learner","smart","B"
"aipw64","100",0.847541802503846,"aipw","smart","B"
"ipw65","100",0.729872418502571,"ipw","minimal.set","B"
"t-learner65","100",0.778860102967764,"t-learner","minimal.set","B"
"aipw65","100",0.823586906031109,"aipw","minimal.set","B"
"ipw66","100",-0.0870543308627097,"ipw","all.covariates","C"
"t-learner66","100",-0.342905539692338,"t-learner","all.covariates","C"
"aipw66","100",0.173175538326057,"aipw","all.covariates","C"
"ipw67","100",-0.113001495340424,"ipw","smart","C"
"t-learner67","100",-0.281884581789103,"t-learner","smart","C"
"aipw67","100",0.233020569583472,"aipw","smart","C"
"ipw68","100",0.00932525244323993,"ipw","minimal.set","C"
"t-learner68","100",-0.451043495458871,"t-learner","minimal.set","C"
"aipw68","100",0.174964090574606,"aipw","minimal.set","C"
"ipw69","100",1.61505221483831,"ipw","all.covariates","D"
"t-learner69","100",0.630350578327443,"t-learner","all.covariates","D"
"aipw69","100",0.714670866043224,"aipw","all.covariates","D"
"ipw70","100",0.563362297271063,"ipw","smart","D"
"t-learner70","100",0.667288908975808,"t-learner","smart","D"
"aipw70","100",0.355608604714546,"aipw","smart","D"
"ipw71","100",0.822033543603228,"ipw","minimal.set","D"
"t-learner71","100",0.596612275701525,"t-learner","minimal.set","D"
"aipw71","100",0.271187776917439,"aipw","minimal.set","D"
"ipw72","100",1.10166495157999,"ipw","all.covariates","A"
"t-learner72","100",0.973500817043772,"t-learner","all.covariates","A"
"aipw72","100",0.994826291458294,"aipw","all.covariates","A"
"ipw73","100",1.23305085322056,"ipw","smart","A"
"t-learner73","100",0.955494883543762,"t-learner","smart","A"
"aipw73","100",1.00641226823188,"aipw","smart","A"
"ipw74","100",1.26155045879045,"ipw","minimal.set","A"
"t-learner74","100",0.958301220736391,"t-learner","minimal.set","A"
"aipw74","100",0.97774319388832,"aipw","minimal.set","A"
"ipw75","100",0.569045307395129,"ipw","all.covariates","B"
"t-learner75","100",0.497463491304403,"t-learner","all.covariates","B"
"aipw75","100",0.45350774620607,"aipw","all.covariates","B"
"ipw76","100",0.512908496892121,"ipw","smart","B"
"t-learner76","100",0.45781389725916,"t-learner","smart","B"
"aipw76","100",0.525302137493737,"aipw","smart","B"
"ipw77","100",0.499408188048288,"ipw","minimal.set","B"
"t-learner77","100",0.496788733898395,"t-learner","minimal.set","B"
"aipw77","100",0.485993218679696,"aipw","minimal.set","B"
"ipw78","100",-1.3532168853165,"ipw","all.covariates","C"
"t-learner78","100",-1.66947755518247,"t-learner","all.covariates","C"
"aipw78","100",-1.48637064623631,"aipw","all.covariates","C"
"ipw79","100",-1.75349087200849,"ipw","smart","C"
"t-learner79","100",-1.5821483097556,"t-learner","smart","C"
"aipw79","100",-1.36471257144784,"aipw","smart","C"
"ipw80","100",-1.360669601879,"ipw","minimal.set","C"
"t-learner80","100",-1.46904602032946,"t-learner","minimal.set","C"
"aipw80","100",-1.26828643965728,"aipw","minimal.set","C"
"ipw81","100",0.306128954486849,"ipw","all.covariates","D"
"t-learner81","100",0.417772263227317,"t-learner","all.covariates","D"
"aipw81","100",0.335303865449067,"aipw","all.covariates","D"
"ipw82","100",0.409512258890452,"ipw","smart","D"
"t-learner82","100",0.327972915481656,"t-learner","smart","D"
"aipw82","100",0.391449888467547,"aipw","smart","D"
"ipw83","100",0.646176995065567,"ipw","minimal.set","D"
"t-learner83","100",0.262014848742022,"t-learner","minimal.set","D"
"aipw83","100",0.550922799375249,"aipw","minimal.set","D"
"ipw84","100",0.950415324221912,"ipw","all.covariates","A"
"t-learner84","100",0.765810520115754,"t-learner","all.covariates","A"
"aipw84","100",0.713369840237668,"aipw","all.covariates","A"
"ipw85","100",0.801120806570715,"ipw","smart","A"
"t-learner85","100",0.742345117429464,"t-learner","smart","A"
"aipw85","100",0.697455326135548,"aipw","smart","A"
"ipw86","100",0.849559934083809,"ipw","minimal.set","A"
"t-learner86","100",0.756938023255889,"t-learner","minimal.set","A"
"aipw86","100",0.649098988656487,"aipw","minimal.set","A"
"ipw87","100",0.977847023166279,"ipw","all.covariates","B"
"t-learner87","100",0.807131494921726,"t-learner","all.covariates","B"
"aipw87","100",0.871058789081235,"aipw","all.covariates","B"
"ipw88","100",0.866554029570637,"ipw","smart","B"
"t-learner88","100",0.955610082963622,"t-learner","smart","B"
"aipw88","100",0.796452891729376,"aipw","smart","B"
"ipw89","100",0.794792206873185,"ipw","minimal.set","B"
"t-learner89","100",0.920282639375878,"t-learner","minimal.set","B"
"aipw89","100",0.845909552485671,"aipw","minimal.set","B"
"ipw90","100",-0.524351051479253,"ipw","all.covariates","C"
"t-learner90","100",-0.251983299472601,"t-learner","all.covariates","C"
"aipw90","100",-0.0883027203601945,"aipw","all.covariates","C"
"ipw91","100",-0.335964624241629,"ipw","smart","C"
"t-learner91","100",-0.183751319603579,"t-learner","smart","C"
"aipw91","100",0.160763633009067,"aipw","smart","C"
"ipw92","100",-1.14808020321352,"ipw","minimal.set","C"
"t-learner92","100",-0.267053138521213,"t-learner","minimal.set","C"
"aipw92","100",0.799124900997414,"aipw","minimal.set","C"
"ipw93","100",0.91890968214942,"ipw","all.covariates","D"
"t-learner93","100",0.855154253992115,"t-learner","all.covariates","D"
"aipw93","100",0.85665660838515,"aipw","all.covariates","D"
"ipw94","100",1.12895189828291,"ipw","smart","D"
"t-learner94","100",0.872089315495499,"t-learner","smart","D"
"aipw94","100",0.82197310334791,"aipw","smart","D"
"ipw95","100",1.08851575818309,"ipw","minimal.set","D"
"t-learner95","100",0.811542282693915,"t-learner","minimal.set","D"
"aipw95","100",0.790881969591088,"aipw","minimal.set","D"
"ipw96","100",0.945446689764689,"ipw","all.covariates","A"
"t-learner96","100",0.938690750539729,"t-learner","all.covariates","A"
"aipw96","100",0.980222630183801,"aipw","all.covariates","A"
"ipw97","100",1.15595025487198,"ipw","smart","A"
"t-learner97","100",1.00027184910091,"t-learner","smart","A"
"aipw97","100",0.975726655350437,"aipw","smart","A"
"ipw98","100",2.14676481373702,"ipw","minimal.set","A"
"t-learner98","100",0.964412629555582,"t-learner","minimal.set","A"
"aipw98","100",0.965237258038598,"aipw","minimal.set","A"
"ipw99","100",0.411301429281375,"ipw","all.covariates","B"
"t-learner99","100",0.376129116762153,"t-learner","all.covariates","B"
"aipw99","100",0.37981479575334,"aipw","all.covariates","B"
"ipw100","100",0.323653801679761,"ipw","smart","B"
"t-learner100","100",0.35948558748642,"t-learner","smart","B"
"aipw100","100",0.396100191897393,"aipw","smart","B"
"ipw101","100",0.460966673891247,"ipw","minimal.set","B"
"t-learner101","100",0.315585892776879,"t-learner","minimal.set","B"
"aipw101","100",0.45100749336221,"aipw","minimal.set","B"
"ipw102","100",-0.229715234620086,"ipw","all.covariates","C"
"t-learner102","100",-0.622116934233985,"t-learner","all.covariates","C"
"aipw102","100",-0.36742093517048,"aipw","all.covariates","C"
"ipw103","100",-0.769859977514286,"ipw","smart","C"
"t-learner103","100",-0.487606045848132,"t-learner","smart","C"
"aipw103","100",-0.73548046718356,"aipw","smart","C"
"ipw104","100",-0.712360842547062,"ipw","minimal.set","C"
"t-learner104","100",-0.436568170515596,"t-learner","minimal.set","C"
"aipw104","100",-0.670580847090525,"aipw","minimal.set","C"
"ipw105","100",1.23271674068354,"ipw","all.covariates","D"
"t-learner105","100",0.627565796995198,"t-learner","all.covariates","D"
"aipw105","100",0.672782406304673,"aipw","all.covariates","D"
"ipw106","100",1.18306789253002,"ipw","smart","D"
"t-learner106","100",0.606776840541569,"t-learner","smart","D"
"aipw106","100",0.79774792202011,"aipw","smart","D"
"ipw107","100",2.76179920630414,"ipw","minimal.set","D"
"t-learner107","100",0.638305832925676,"t-learner","minimal.set","D"
"aipw107","100",1.73235488747545,"aipw","minimal.set","D"
"ipw108","100",0.807753672829187,"ipw","all.covariates","A"
"t-learner108","100",0.722115197454721,"t-learner","all.covariates","A"
"aipw108","100",0.74813212710906,"aipw","all.covariates","A"
"ipw109","100",0.854530769010674,"ipw","smart","A"
"t-learner109","100",0.713958880905367,"t-learner","smart","A"
"aipw109","100",0.691864920864927,"aipw","smart","A"
"ipw110","100",0.812752450827308,"ipw","minimal.set","A"
"t-learner110","100",0.744637095148297,"t-learner","minimal.set","A"
"aipw110","100",0.660080895617954,"aipw","minimal.set","A"
"ipw111","100",0.522448720540487,"ipw","all.covariates","B"
"t-learner111","100",0.674301990524671,"t-learner","all.covariates","B"
"aipw111","100",0.653823533698918,"aipw","all.covariates","B"
"ipw112","100",0.626300580961955,"ipw","smart","B"
"t-learner112","100",0.617627995151212,"t-learner","smart","B"
"aipw112","100",0.661274552017646,"aipw","smart","B"
"ipw113","100",0.712659018184208,"ipw","minimal.set","B"
"t-learner113","100",0.628589627601489,"t-learner","minimal.set","B"
"aipw113","100",0.64894126859429,"aipw","minimal.set","B"
"ipw114","100",0.307681608263655,"ipw","all.covariates","C"
"t-learner114","100",-0.018678347107842,"t-learner","all.covariates","C"
"aipw114","100",0.0692746272123676,"aipw","all.covariates","C"
"ipw115","100",0.498008114517161,"ipw","smart","C"
"t-learner115","100",0.0837936482184536,"t-learner","smart","C"
"aipw115","100",0.171975995751512,"aipw","smart","C"
"ipw116","100",0.13271390137122,"ipw","minimal.set","C"
"t-learner116","100",-0.0675950429779624,"t-learner","minimal.set","C"
"aipw116","100",0.0643537945382136,"aipw","minimal.set","C"
"ipw117","100",0.493023599401346,"ipw","all.covariates","D"
"t-learner117","100",0.714055019336298,"t-learner","all.covariates","D"
"aipw117","100",0.549232849138735,"aipw","all.covariates","D"
"ipw118","100",0.685111937280828,"ipw","smart","D"
"t-learner118","100",0.591627288453756,"t-learner","smart","D"
"aipw118","100",0.683377320039407,"aipw","smart","D"
"ipw119","100",0.646305599324681,"ipw","minimal.set","D"
"t-learner119","100",0.624617563460383,"t-learner","minimal.set","D"
"aipw119","100",0.578096565068831,"aipw","minimal.set","D"
"ipw120","100",0.888099232808745,"ipw","all.covariates","A"
"t-learner120","100",0.760644287790936,"t-learner","all.covariates","A"
"aipw120","100",0.701092517964591,"aipw","all.covariates","A"
"ipw121","100",0.803079507717056,"ipw","smart","A"
"t-learner121","100",0.734033879389724,"t-learner","smart","A"
"aipw121","100",0.679248940098009,"aipw","smart","A"
"ipw122","100",0.832877515324694,"ipw","minimal.set","A"
"t-learner122","100",0.737109323907507,"t-learner","minimal.set","A"
"aipw122","100",0.667710994591042,"aipw","minimal.set","A"
"ipw123","100",1.01288486735523,"ipw","all.covariates","B"
"t-learner123","100",1.03994266269277,"t-learner","all.covariates","B"
"aipw123","100",1.02994185974064,"aipw","all.covariates","B"
"ipw124","100",1.02535219683244,"ipw","smart","B"
"t-learner124","100",0.985262095055663,"t-learner","smart","B"
"aipw124","100",1.00402687456682,"aipw","smart","B"
"ipw125","100",1.14306109380188,"ipw","minimal.set","B"
"t-learner125","100",1.05427601285818,"t-learner","minimal.set","B"
"aipw125","100",0.972903249997136,"aipw","minimal.set","B"
"ipw126","100",-0.510837261992397,"ipw","all.covariates","C"
"t-learner126","100",-0.547504935593877,"t-learner","all.covariates","C"
"aipw126","100",-0.64593737082702,"aipw","all.covariates","C"
"ipw127","100",-0.800303902306361,"ipw","smart","C"
"t-learner127","100",-0.590498626472224,"t-learner","smart","C"
"aipw127","100",-0.781731030366751,"aipw","smart","C"
"ipw128","100",-1.03225334729309,"ipw","minimal.set","C"
"t-learner128","100",-0.708910559187078,"t-learner","minimal.set","C"
"aipw128","100",-0.690998251302057,"aipw","minimal.set","C"
"ipw129","100",0.623844727156184,"ipw","all.covariates","D"
"t-learner129","100",0.655053655310486,"t-learner","all.covariates","D"
"aipw129","100",0.477086489241787,"aipw","all.covariates","D"
"ipw130","100",1.033364558929,"ipw","smart","D"
"t-learner130","100",0.63109566231857,"t-learner","smart","D"
"aipw130","100",0.578134360626038,"aipw","smart","D"
"ipw131","100",1.43720868916912,"ipw","minimal.set","D"
"t-learner131","100",0.649031729740595,"t-learner","minimal.set","D"
"aipw131","100",0.574225130072485,"aipw","minimal.set","D"
"ipw132","100",0.876621367405693,"ipw","all.covariates","A"
"t-learner132","100",0.778917084782461,"t-learner","all.covariates","A"
"aipw132","100",0.754962035891386,"aipw","all.covariates","A"
"ipw133","100",0.756798030441266,"ipw","smart","A"
"t-learner133","100",0.783623266998872,"t-learner","smart","A"
"aipw133","100",0.763915756790973,"aipw","smart","A"
"ipw134","100",1.02213203756365,"ipw","minimal.set","A"
"t-learner134","100",0.756844619328193,"t-learner","minimal.set","A"
"aipw134","100",0.771266662336576,"aipw","minimal.set","A"
"ipw135","100",1.08097696141292,"ipw","all.covariates","B"
"t-learner135","100",1.14336620752903,"t-learner","all.covariates","B"
"aipw135","100",1.0760705315113,"aipw","all.covariates","B"
"ipw136","100",1.09352504498938,"ipw","smart","B"
"t-learner136","100",1.01089813410321,"t-learner","smart","B"
"aipw136","100",0.884455745382131,"aipw","smart","B"
"ipw137","100",1.11206956141496,"ipw","minimal.set","B"
"t-learner137","100",0.973687553999519,"t-learner","minimal.set","B"
"aipw137","100",0.910766060872723,"aipw","minimal.set","B"
"ipw138","100",-1.03499910939616,"ipw","all.covariates","C"
"t-learner138","100",-1.11632499417644,"t-learner","all.covariates","C"
"aipw138","100",-0.987057500437246,"aipw","all.covariates","C"
"ipw139","100",-0.664133386278312,"ipw","smart","C"
"t-learner139","100",-0.82668804756748,"t-learner","smart","C"
"aipw139","100",-0.704266989367668,"aipw","smart","C"
"ipw140","100",-0.623932287766598,"ipw","minimal.set","C"
"t-learner140","100",-1.07988633613214,"t-learner","minimal.set","C"
"aipw140","100",-0.494060568031726,"aipw","minimal.set","C"
"ipw141","100",1.60653056805946,"ipw","all.covariates","D"
"t-learner141","100",0.833094437453234,"t-learner","all.covariates","D"
"aipw141","100",0.869565996799528,"aipw","all.covariates","D"
"ipw142","100",1.67297971418777,"ipw","smart","D"
"t-learner142","100",0.785048643425376,"t-learner","smart","D"
"aipw142","100",0.991364288000787,"aipw","smart","D"
"ipw143","100",1.28107944532803,"ipw","minimal.set","D"
"t-learner143","100",0.840017834044752,"t-learner","minimal.set","D"
"aipw143","100",0.706664048497481,"aipw","minimal.set","D"
"ipw144","100",0.801849910041505,"ipw","all.covariates","A"
"t-learner144","100",0.746602844420106,"t-learner","all.covariates","A"
"aipw144","100",0.81494170716749,"aipw","all.covariates","A"
"ipw145","100",0.711059434632624,"ipw","smart","A"
"t-learner145","100",0.76427134355526,"t-learner","smart","A"
"aipw145","100",0.792647838512974,"aipw","smart","A"
"ipw146","100",0.672309303283301,"ipw","minimal.set","A"
"t-learner146","100",0.759540074901374,"t-learner","minimal.set","A"
"aipw146","100",0.77119482197653,"aipw","minimal.set","A"
"ipw147","100",0.499044766904154,"ipw","all.covariates","B"
"t-learner147","100",0.630478466148094,"t-learner","all.covariates","B"
"aipw147","100",0.491131576244137,"aipw","all.covariates","B"
"ipw148","100",0.441562720861787,"ipw","smart","B"
"t-learner148","100",0.501714982709119,"t-learner","smart","B"
"aipw148","100",0.452961724472888,"aipw","smart","B"
"ipw149","100",0.475985316954421,"ipw","minimal.set","B"
"t-learner149","100",0.470073670204797,"t-learner","minimal.set","B"
"aipw149","100",0.418925029488279,"aipw","minimal.set","B"
"ipw150","100",-0.27276925173241,"ipw","all.covariates","C"
"t-learner150","100",-0.369521702368869,"t-learner","all.covariates","C"
"aipw150","100",-0.274424943840813,"aipw","all.covariates","C"
"ipw151","100",-0.276012253368501,"ipw","smart","C"
"t-learner151","100",-0.473192373709787,"t-learner","smart","C"
"aipw151","100",-0.350730780694707,"aipw","smart","C"
"ipw152","100",-0.310136004784727,"ipw","minimal.set","C"
"t-learner152","100",-0.44510699114285,"t-learner","minimal.set","C"
"aipw152","100",-0.364435336001531,"aipw","minimal.set","C"
"ipw153","100",1.13892809553618,"ipw","all.covariates","D"
"t-learner153","100",0.688973855007913,"t-learner","all.covariates","D"
"aipw153","100",0.945802996740288,"aipw","all.covariates","D"
"ipw154","100",1.54084846546251,"ipw","smart","D"
"t-learner154","100",0.748041643978336,"t-learner","smart","D"
"aipw154","100",1.13227932544813,"aipw","smart","D"
"ipw155","100",1.67172829564917,"ipw","minimal.set","D"
"t-learner155","100",0.699313666173475,"t-learner","minimal.set","D"
